100円ショップ[名]：100日元店
Tシャツ[名]：T恤衫
〜かん, 〜感[接尾]：…感
すきずき, 好き好き[名]：各有所好
すきとおる, 透き通る[动]：透明
すきとおる, 透き通る[动]：透明；清澈
すきま, 隙間[名]：缝隙
すきやき, すき焼き[名]：日式牛肉火锅
すぎ, 杉[名]：杉树
すぎ, 過ぎ[接尾]：过于；过分；过度
すぎさる, 過ぎ去る[动]：过去；逝去
すぎる, 過ぎる[动]：经过；过度
すぎる, 過ぎる[动]：经过；通过；超过；过分
すぎる, 過ぎる[动]：通过；超过；过分
すく, 好く[动]：喜好；喜欢
すく, 好く[动]：喜欢；爱好
すく, 空く[动]：空
すく, 空く[动]：空；有空
すく, 空く[动]：空；空着；肚子饿
すくい, 救い[名]：拯救
すくい, 救い[名]：救援
すくう, 掬う[动]：捞起
すくう, 掬う[动]：掬；捞
すくう, 掬う[动]：舀；捞
すくう, 救う[动]：拯救
すくう, 救う[动]：救助
すくう, 救う[动]：救；挽救；搭救；救济
すくすく[副]：茁壮成长
すくない, 少ない[形]：少
すくない, 少ない[形]：少的
すくない, 少ない[形]：少；不多
すくなくとも, 少なくとも[副]：至少
すぐ[副]：马上
すぐ[副]：马上；立刻
すぐに, 直ぐに[副]：马上
すぐれる, 優れる[动]：优秀；出色；杰出
すぐれる, 優れる[动]：优秀；卓越
すこし, 少し[副]：一点
すこし, 少し[副]：一点；稍微
すこし, 少し[副]：稍微
すこし, 少し[副]：稍微；一点；少量
すこしでも, 少しでも[副]：哪怕一点也
すこしも, 少しも[副]：(后接否定)一点也(不)
すこしも, 少しも[副]：一点也不；丝毫不
すこしも, 少しも[副]：（后接否定）一点也（不）
すこぶる, 頗る[副]：颇；非常
すこやか, 健やか[形]：健康的
すごい, 凄い[形]：厉害的；出色的
すごい, 凄い[形]：可怕；吓人；厉害；非常
すごい[形]：厉害；了不起
すごす, 過ごす[动]：度过
すごす, 過ごす[动]：过；度过
すごす, 過ごす[动]：过；度过；生活；过度
すさまじい, 凄まじい[形]：惊人的；猛烈的
すし, 寿司[名]：寿司
すし, 寿司；鮨[名]：寿司
すしづめ, すし詰め[名·形]：拥挤不堪
すしめし, すし飯[名]：寿司饭
すじ, 筋[名]：筋；条理；情节
すじ, 筋[名]：肌肉；条理；情节
すじみち, 筋道[名]：道理；条理
すすぐ, 濯ぐ[动]：涮；漱
すすぐ, 濯ぐ[动]：涮；漱口
すすぐ, 濯ぐ[动]：漱口；洗涤
すすみ, 進み[名]：进展
すすみ, 進み[名]：进步；进度
すすむ, 進む[动]：前进
すすむ, 進む[动]：前进；进展
すすむ, 進む[动]：向前；前进；先进
すすむ, 進む[动]：进展；前进
すすめる, 勧める[动]：劝告；推荐
すすめる, 勧める[动]：劝；劝告；敬
すすめる, 勧める[动]：劝；推荐
すすめる, 進める[动]：使前进；开展；推进
すすめる, 進める[动]：推进
すすめる, 進める[动]：推进；使前进
すする[动]：啜饮；吸食
すすんで, 進んで[副]：主动地
すず, 鈴[名]：铃
すず, 鈴[名]：铃铛
すずき, 鈴木[名]：铃木（人名）
すずしい, 涼しい[形]：凉快
すずしい, 涼しい[形]：凉快的
すずしい, 涼しい[形]：凉快；凉爽；明亮
すずしい, 涼しい[形]：凉爽的
すずむ, 涼む[动]：乘凉
すずめ, 雀[名]：麻雀
すそ, 裾[名]：下摆
すたすた[副]：快步地；匆忙地
すたれる, 廃れる[动]：废除；过时
すたれる, 廃れる[动]：过时
すだち, 巣立ち[名·动]：离巢；自立
すだれ, 簾[名]：帘子；竹帘
すっかり[副]：完全
すっかり[副]：完全；全部；都
すっかり[副]：完全；彻底
すっきり[副]：舒畅；整洁；利落
すっきり[副·动]：舒畅；整洁
すっと[副]：(动作)轻快地；(感觉)舒畅
すっと[副]：迅速；轻快；舒畅
すっぱい, 酸っぱい[形]：酸
すっぱい, 酸っぱい[形]：酸的
すっぱい[形]：酸的
すっぱり[副]：断然；干脆
すてき, 素敵[形]：好的
すてき, 素敵[形]：极好的；绝佳的
すてき, 素敵[形]：极好；绝妙
すてき[形]：极好；绝佳
すてる, 捨てる[动]：扔
すてる, 捨てる[动]：扔掉；抛弃
すてる, 捨てる[动]：扔掉；舍弃
すてる, 捨てる[动]：抛；弃；扔掉；丢弃
すでに, 既に[副]：已经
すでに, 既に[副]：已经；业已
すな, 砂[名]：沙子
すな, 砂[名]：沙；沙子
すなお, 素直[形]：听话的；能够接受别人意见的
すなお, 素直[形]：坦率
すなお, 素直[形]：坦率；纯朴
すなお, 素直[形]：老实；坦率；工整
すなわち, 即ち[接]：也就是；即
すなわち[接]：也就是；即
すねる[动]：闹别扭
すばしこい, 素早い[形]：利落的
すばしこい, 素早い[形]：敏捷；迅速
すばしこい[形]：敏捷；灵活
すばやい, 素早い[形]：动作快的
すばやい, 素早い[形]：敏捷
すばやい, 素早い[形]：迅速的
すばらしい, 素晴らしい[形]：出色的；非常好的
すばらしい, 素晴らしい[形]：极好
すばらしい, 素晴らしい[形]：极好的；精彩的
すばらしい, 素晴らしい[形]：极美；极优秀；非常好
すべすべ[副·形]：光滑；滑溜
すべて, 全て[副]：完全
すべて, 全て[名]：全部；一切
すべて, 全て[名·副]：全部
すべる, 滑る[动]：滑
すべる, 滑る[动]：滑溜；滑倒；没考上
すべる, 滑る[动]：滑；打滑
すべる, 滑る[动]：滑；落榜；说漏嘴
すまい, 住まい[名]：住处；住所
すまう, 住まう[动]：居住
すます, 済ます[动]：做完；搞完；偿还
すます, 済ます[动]：办完；搞定
すます, 済ます[动]：搞完
すます, 澄ます[动]：澄清
すます, 澄ます[动]：澄清；(装作)若无其事
すます, 澄ます；清ます[动]：使清澈；装模作样
すませる, 済ませる[动]：搞完
すまない, 済まない[形]：对不起；抱歉
すまない，对不起；抱歉
すみ, 墨[名]：墨
すみ, 済み[名]：完了；完结；付讫
すみ, 隅[名]：角落
すみ, 隅[名]：角落；角；旮旯
すみえ, 墨絵[名]：水墨画
すみずみ, 隅々[名]：各个角落
すみません[感]：不好意思；对不起；劳驾
すみません[感]：对不起；劳驾
すみません[感]：对不起；谢谢；劳驾
すみやか, 速やか[形]：迅速的
すみやか, 速やか[形]：迅速；立刻
すむ, 住む[动]：住
すむ, 住む[动]：住；居住；栖息
すむ, 住む[动]：居住
すむ, 済む[动]：完了；终结；能解决
すむ, 済む[动]：完事
すむ, 済む[动]：结束；完结
すむ, 済む[动]：结束；解决
すむ, 澄む[动]：清澈；宁静
すむ, 澄む[动]：清澈；清亮
すむ, 澄む[动]：澄清
すもう, 相撲[名]：相扑
すやすや[副·动]：香甜地（睡）
すらすら[副]：流利地；顺利地
すらりと[副]：身材苗条；顺利地
すり, 掏り[名]：小偷
すり, 掏摸[名]：小偷；扒手
すり[名]：小偷；扒手
すり[名]：扒手；小偷
すりかえる, すり替える[动]：调换；偷换
すりきず, 擦り傷[名]：擦伤
すりきれる, 擦り切れる[动]：磨损
すりつぶす, 擂り潰す[动]：研磨；挥霍
する, 刷る[动]：印刷
する, 刷る[动]：印；印刷
する, 掏る[动]：偷窃
する, 擂る；擦る[动]：摩擦；研磨
する, 擦る[动]：擦
する, 為る[动]：做
する, 為る[动]：做；干
する[动]：做
する[动]：做；干；搞；成为
すると[接]：于是就；这么说来
すると[接]：于是；接着
すると[接]：于是；这么说
するどい, 鋭い[形]：尖锐；锐利；快；敏锐
するどい, 鋭い[形]：敏捷的；敏锐的；尖锐的
するどい, 鋭い[形]：锋利
するどい, 鋭い[形]：锋利的；敏锐的
すれあう, 擦れ合う[动]：互相摩擦；闹矛盾
すれすれ[名·形]：勉强；擦边
すれちがい, すれ違い[名]：错过；擦肩而过
すれちがう, すれ違う[动]：擦肩而过；错过
すれちがう, 擦れ違う[动]：擦肩而过；엇갈리다
すれる, 擦れる[动]：摩擦；变得圆滑
すれる, 擦れる[动]：磨损；(人)变得油滑
すわりこむ, 座り込む[动]：坐下不走
すわる, 座る[动]：坐
すわる, 座る[动]：坐；居
すんぜん, 寸前[名]：即将；临近
すんでいます, 住んでいます[惯用语]：居住在…
すんなり[副]：顺利地；(身材)苗条
すんなり[副·动]：顺利；苗条
すんぽう, 寸法[名]：尺寸
すんぽう, 寸法[名]：尺寸；尺码；步骤
すんぽう, 寸法[名]：尺寸；计划
ず, 図[名]：图
ずいいち, 随一[名]：第一；首屈一指
ずいひつ, 随筆[名]：随笔
ずいぶん, 随分[副]：很；相当
ずいぶん, 随分[副]：很；非常；相当
ずいぶん, 随分[副]：相当
ずいぶん, 随分[副]：相当；非常
ずうずうしい, 図々しい[形]：厚脸皮
ずうずうしい, 図々しい[形]：厚脸皮的
ずうずうしい, 図々しい[形]：厚颜无耻的
ずうずうしい[形]：厚脸皮；无耻
ずうっと[副]：一直
ずかん, 図鑑[名]：图鉴
ずきずき[副·动]：（一跳一跳地）痛
ずけい, 図形[名]：图形
ずっと[副]：一直；…得多
ずっと[副]：得多；很；一直
ずつう, 頭痛[名]：头疼；烦恼
ずつう, 頭痛[名]：头痛
ずのう, 頭脳[名]：头脑；智力
ずのう, 頭脳[名]：头；脑袋；智力；首脑
ずばぬける, ずば抜ける[动]：出众；超群
ずばり[副]：一语道破；击中要害
ずばり[副]：一针见血地；直截了当地
ずひょう, 図表[名]：图表
ずぶぬれ, ずぶ濡れ[名]：湿透
ずめん, 図面[名]：图纸
ずらす, ずらす[动]：挪开；错开
ずらす[动]：挪动；错开
ずらっと, ずらりと[副]：成排地
ずらっと[副]：一长排
ずらり[副]：一长排
ずるい, 狡い[形]：狡猾
ずるい, 狡い[形]：狡猾的
ずるい, 狡い[形]：狡猾；奸猾；滑头
ずるい[形]：狡猾；奸诈
ずるずる[副]：拖拖拉拉；拖延
ずるずる[副·动]：拖延；拖拉
ずれ[名]：偏差；分歧
ずれる[动]：偏离；错位
せ, 背[名]：背；身高
せ, 背[名]：脊背；后面
せい, 姓[名]：姓
せい, 性[名]：性别；本性；性情
せい, 性[名]：性；性质
せい, 所為[名]：原因；过错
せい, 正[名]：正
せい, 背[名]：身高
せい, 製[接尾]：制；制造
せいあん, 西安[名]：西安
せいい, 誠意[名]：诚意
せいいく, 成育[名]：生长
せいいく, 生育[名]：生长
せいいく, 生育[名·动]：生长；生育
せいいっぱい, 精いっぱい[名·副]：竭尽全力
せいう, 晴雨[名]：晴雨
せいえん, 声援[名·动]：声援
せいか, 成果[名]：成果
せいかい, 正解[名]：正确理解；正确答案
せいかい, 正解[名]：正确答案
せいかく, 性格[名]：性格
せいかく, 性格[名]：性格；性情；性质
せいかく, 正確[形]：正确
せいかく, 正確[形]：正确的
せいかく, 正確[形]：正确；准确
せいかつ, 生活[名]：生活
せいかつ, 生活[名]：生活；生计
せいかつ, 生活[名·动]：生活
せいかつしゅうかんびょう, 生活習慣病[名]：生活习惯病
せいき, 世紀[名]：世纪
せいき, 世紀[名]：世纪；时代
せいき, 正規[名]：正规
せいき, 正規[名·形]：正规
せいきゅう, 請求[名]：请求
せいきゅうしょ, 請求書[名]：账单
せいきゅうする, 請求する[动]：请求；索取
せいきょう, 盛況[名]：盛况
せいぎ, 正義[名]：正义
せいぎょ, 制御[名·动]：控制；驾驭
せいけい, 生計[名]：生计
せいけつ, 清潔[名·形]：清洁
せいけつ, 清潔[形]：清洁
せいけつ, 清潔[形]：清洁的
せいけん, 政権[名]：政权
せいげん, 制限[名]：限制
せいこう, 成功[名]：成功
せいこう, 成功[名·动]：成功
せいこう, 精巧[名·形]：精巧
せいこう, 精巧[形]：精巧
せいさい, 制裁[名·动]：制裁
せいさい, 精細[名·形]：详细；细致
せいさく, 制作[名·动]：制作
せいさく, 政策[名]：政策
せいさく, 製作[名]：制作
せいさく, 製作[名·动]：制作
せいさん, 清算[名·动]：清算
せいさん, 生産[名]：生产
せいさん, 生産[名·动]：生产
せいさん, 精算[名]：结算
せいさん, 精算[名·动]：结算
せいざ, 星座[名]：星座
せいし, 制止[名·动]：制止
せいし, 生死[名]：生死
せいし, 静止[名]：静止
せいしき, 正式[名]：正式
せいしき, 正式[名]：正式；正规
せいしき, 正式[名·形]：正式
せいしつ, 性質[名]：性质
せいしつ, 性質[名]：性质；性格；性情
せいしゅん, 青春[名]：青春
せいしょ, 清書[名]：誊清
せいしょ, 清書[名·动]：誊写
せいしょ, 聖書[名]：圣经
せいしょうねん, 青少年[名]：青少年
せいしん, 精神[名]：精神
せいしん, 精神[名]：精神；思想；意识
せいしんめん, 精神面[名]：精神方面
せいじ, 政治[名]：政治
せいじか, 政治家[名]：政治家
せいじつ, 誠実[名·形]：诚实
せいじつ, 誠実[形]：诚实
せいじゅく, 成熟[名]：成熟
せいじゅく, 成熟[名·动]：成熟
せいじゅん, 清純[形]：清纯
せいじょう, 正常[形]：正常
せいじょう, 正常[形]：正常的
せいじょうか, 正常化[名·动]：正常化
せいじん, 成人[名]：成人
せいじん, 成人[名]：成人；成年人；长大成人
せいすう, 整数[名]：整数
せいする, 制する[动]：控制；制止
せいせき, 成績[名]：成绩
せいぜい, 精々[副]：充其量
せいぜい, 精々[副]：尽量；尽最大努力；充其量
せいぜい, 精々[副]：顶多
せいぜい[副]：至多；充其量；尽量
せいぜん, 整然[副]：井然有序
せいそう, 正装[名·动]：正装
せいそう, 清掃[名]：清扫
せいそう, 清掃[名]：清扫；打扫
せいそう, 盛装[名]：盛装
せいそうする, 清掃する[动]：清扫
せいそくする, 生息する[动]：栖息
せいそくち, 生息地[名]：栖息地
せいぞう, 製造[名]：制作；制造
せいぞう, 製造[名]：制造
せいぞう, 製造[名·动]：制造
せいぞん, 生存[名]：生存
せいぞんしゃ, 生存者[名]：幸存者
せいぞんする, 生存する[动]：生存
せいたい, 生態[名]：生态
せいだい, 盛大[形]：盛大
せいだく, 清濁[名]：清浊
せいだく, 清濁[名]：清浊；善恶
せいちょう, 成長[名]：成长
せいちょう, 成長[名]：成长；成熟
せいちょう, 成長[名·动]：成长
せいちょう, 清聴[名·动]：（敬语）倾听
せいちょう, 生長[名]：生长
せいちょう, 生長[名]：生长；发育
せいていする, 制定する[动]：制定
せいてき, 静的[名]：静态
せいてつ, 製鉄[名]：炼铁
せいてん, 晴天[名]：晴天
せいてん, 青天[名]：青天
せいと, 生徒[名]：初中生；高中生
せいと, 生徒[名]：学生
せいと, 生徒[名]：（中；小）学生
せいとう, 政党[名]：政党
せいとう, 正当[名·形]：正当
せいとう, 正当[形]：正当
せいとう, 正当[形]：正当的
せいとう, 西塘[名]：西塘（地名）
せいとん, 整頓[名·动]：整顿
せいど, 制度[名]：制度
せいねん, 成年[名]：成年
せいねん, 青年[名]：青年
せいねんがっぴ, 生年月日[名]：出生年月日
せいのう, 性能[名]：性能
せいはつりょう, 整髪料[名]：整发剂
せいはんたい, 正反対[形]：完全相反的
せいひ, 成否[名]：成败
せいひん, 製品[名]：产品
せいひん, 製品[名]：制品；产品
せいび, 整備[名]：整备
せいび, 整備[名]：齐备；配备；配齐
せいび, 整備[名·动]：维修；配备
せいびふりょう, 整備不良[名]：维修不良
せいふ, 政府[名]：政府
せいふく, 制服[名]：制服
せいふく, 征服[名]：征服
せいぶつ, 生物[名]：生物
せいぶん, 成分[名]：成分
せいべつ, 性別[名]：性别
せいほう, 製法[名]：制法
せいほうけい, 正方形[名]：正方形
せいみつ, 精密[名·形]：精密
せいみつ, 精密[形]：精密
せいみつきき, 精密機器[名]：精密仪器
せいめい, 声明[名]：声明
せいめい, 声明[名·动]：声明
せいめい, 姓名[名]：姓名
せいめい, 生命[名]：生命
せいめい, 生命[名]：生命；性命
せいもん, 正門[名]：正门
せいやく, 制約[名·动]：制约
せいやく, 誓約[名·动]：誓约
せいゆう, 声優[名]：配音演员
せいよう, 西洋[名]：西洋
せいよう, 西洋[名]：西洋；欧美
せいり, 整理[名]：整理
せいり, 整理[名]：整理；整顿；清理
せいり, 整理[名·动]：整理
せいり, 生理[名]：生理
せいりつ, 成立[名]：成立
せいりつ, 成立[名]：成立；确立
せいりつ, 成立[名·动]：成立
せいりてき, 生理的[形]：生理上的
せいりょういんりょうすい, 清涼飲料水[名]：清凉饮料
せいりょく, 勢力[名]：势力
せいりょく, 精力[名]：精力
せいれき, 西暦[名]：公历
せいれき, 西暦[名]：公历；西历
せいれつ, 整列[名]：排队
せいろん, 正論[名]：正确的言论
せおう, 背負う[动]：背负
せおう, 背負う[动]：背；背负
せかい, 世界[名]：世界
せかい, 世界[名]：世界；世间；领域
せかいいさん, 世界遺産[名]：世界遗产
せかいぼうえききかん, 世界貿易機関[名]：世界贸易组织
せかす, 急かす[动]：催促
せがたかい, 背が高い[形]：个子高
せがれ, 伜[名]：(我)儿子
せき, 咳[名]：咳嗽
せき, 席[名]：席；座位
せき, 席[名]：座位
せき, 席[名]：座位；坐席；聚会场所
せき, 隻[量]：只；艘
せきたん, 石炭[名]：煤炭
せきたん, 石炭[名]：煤；煤炭
せきどう, 赤道[名]：赤道
せきどめ, 咳止め[名]：止咳（药）
せきにん, 責任[名]：责任
せきにん, 責任[名]：责任；职责
せきにんしゃ, 責任者[名]：负责人
せきにんをとる, 責任を取る[惯用语]：负责
せきむ, 責務[名]：职责
せきむ, 責務[名]：责任
せきゆ, 石油[名]：石油
せきをはずす, 席を外す[惯用语]：离席；不在
せけん, 世間[名]：世上；社会；交往范围
せけん, 世間[名]：世间；社会
せけん, 世間[名]：社会；世人
せけんばなし, 世間話[名]：闲聊；闲话
せそう, 世相[名]：世态；社会状况
せたい, 世帯[名]：家庭；户
せたい, 世帯[名]：户；家庭
せたがや, 世田谷[名]：世田谷（地名）
せだい, 世代[名]：世代；一代人
せだい, 世代[名]：代；一代人
せっかい, 切開[名·动]：切开
せっかく, 折角[副]：好不容易
せっかく, 折角[副]：好不容易；特意
せっかく, 折角[副]：特意；好不容易
せっかく[副]：好不容易；特意
せっかく[副]：特意；好不容易；难得
せっきょう, 説教[名·动]：说教
せっきょくてき, 積極的[形]：积极
せっきょくてき, 積極的[形]：积极的
せっきょくてき, 積極的[形]：积极；主动
せっきん, 接近[名]：接近
せっきん, 接近[名·动]：接近
せっく, 節句[名]：传统节日
せっけい, 設計[名]：设计
せっけい, 設計[名]：设计；规划
せっけい, 設計[名·动]：设计
せっけん, 石けん[名]：肥皂
せっけん, 石鹸[名]：肥皂；香皂
せっけん, 石鹸[名]：香皂
せっこうしょう, 浙江省[名]：浙江省
せっしゅ, 接種[名·动]：接种
せっしゅ, 摂取[名·动]：摄取
せっしょく, 接触[名]：接触
せっしょく, 接触[名·动]：接触
せっする, 接する[动]：接触；接待
せっせと[副]：一个劲儿地；拼命地
せっせと[副]：拼命地；不停地
せったい, 接待[名·动]：接待
せっち, 設置[名]：设置
せっちする, 設置する[动]：设置
せっちゅう, 折衷[名]：折中
せっちゅう, 折衷[名·动]：折中
せってい, 設定[名]：设定
せってい, 設定[名·动]：设定
せってん, 接点[名]：接触点
せっとう, 窃盗[名·动]：盗窃
せっとく, 説得[名]：说服
せっとく, 説得[名·动]：说服
せっぱく, 切迫[名·动]：紧迫；逼近
せつ, 節[名]：节；时候
せつ, 説[名]：学说
せつ, 説[名]：学说；说法
せつ, 説[名]：意见；主张；学说
せつじつ, 切実[形]：切实；迫切
せつぞく, 接続[名]：接续
せつぞく, 接続[名]：连接
せつぞくし, 接続詞[名]：连词
せつでん, 節電[名·动]：节电
せつど, 節度[名]：节制；分寸
せつない, 切ない[形]：难受；苦闷
せつび, 設備[名]：设备
せつび, 設備[名]：设备；设置
せつぶん, 節分[名]：节分（立春前一天）
せつめい, 説明[名]：说明
せつめい, 説明[名]：说明；解释
せつめい, 説明[名·动]：说明
せつめいしょ, 説明書[名]：说明书
せつやく, 節約[名]：节约
せつやく, 節約[名]：节约；节省
せつやく, 節約[名·动]：节约
せつりつ, 設立[名]：设立
せつりつ, 設立[名·动]：设立
せとぎわ, 瀬戸際[名]：紧要关头
せとないかい, 瀬戸内海[名]：濑户内海
せともの, 瀬戸物[名]：陶瓷器
せなか, 背中[名]：后背
せなか, 背中[名]：背；脊背；脊梁；背后
せのび, 背伸び[名·动]：踮脚；伸懒腰
せばめる, 狭める[动]：缩小
せひ, 施肥[名]：施肥
せびろ, 背広[名]：西服
せびろ, 背広[名]：西装
せまい, 狭い[形]：狭小；窄；狭隘
せまい, 狭い[形]：狭窄的
せまい, 狭い[形]：窄
せまる, 迫る[动]：迫近
せまる, 迫る[动]：逼近；迫近
せまる, 迫る[动]：逼近；迫近；缩小
せめ, 攻め[名]：攻击
せめて[副]：哪管；至少
せめて[副]：至少
せめて[副]：至少；哪怕是
せめる, 攻める[动]：攻击
せめる, 攻める[动]：攻击；进攻
せめる, 攻める[动]：进攻
せめる, 責める[动]：指责
せめる, 責める[动]：责备
せりふ, 台詞[名]：台词
せろん, よろん, 世論[名]：舆论
せろん, 世論[名]：舆论
せわ, 世話[名]：照料；照顾；关照；帮助
せわ, 世話[名]：照顾
せわ, 世話[名]：照顾；帮忙
せわ, 世話[名·动]：照顾；帮助
せわしい[形]：忙碌；匆忙
せん, 千[名]：千
せん, 千[名]：千；一千
せん, 栓[名]：塞子
せん, 線[名]：线
せん, 線[名]：线；线路；方向
せんい, 繊維[名]：纤维
せんえつながら, 僭越ながら[副]：冒昧地
せんえん, 千円[名]：一千日元
せんきょ, 選挙[名]：选举
せんきょう, 宣教[名]：传教
せんきょうし, 宣教師[名]：传教士
せんけつ, 先決[名·动]：先决
せんげつ, 先月[名]：上个月
せんげつ, 先月[名]：上月；上个月
せんげん, 宣言[名]：宣言
せんげん, 宣言[名·动]：宣言
せんこう, 先行[名·动]：先行；领先
せんこう, 専攻[名]：专业
せんこう, 専攻[名]：专攻；专修；专门研究
せんこう, 専攻[名·动]：专业；专攻
せんこう, 選考[名]：选拔
せんこう, 選考[名·动]：选拔
せんこく, 宣告[名·动]：宣告
せんさい, 戦災[名]：战灾
せんさい, 繊細[名·形]：纤细
せんさばんべつ, 千差万別[名·形]：千差万别
せんざい, 洗剤[名]：洗涤剂
せんし, 戦士[名]：战士
せんしゅ, 選手[名]：选手
せんしゅ, 選手[名]：选手；运动员
せんしゅう, 先週[名]：上周
せんしゅう, 先週[名]：上周；上星期
せんしゅう, 専修[名]：专修
せんしゅう, 専修[名·动]：专修
せんしょく, 染色[名·动]：染色
せんじつ, 先日[名]：前几天
せんじつ, 先日[名]：前几天；前些日子
せんじゅつ, 戦術[名]：战术
せんす, 扇子[名]：扇子
せんすい, 潜水[名]：潜水
せんすい, 潜水[名·动]：潜水
せんせい, 先生[名]：先生；老师
せんせい, 先生[名]：老师；医生
せんせい, 先生[名]：老师；医生；律师
せんせい, 専制[名]：专制
せんせいしょう, 陝西省[名]：陕西省
せんせん, 戦線[名]：前线
せんせんげつ, 先々月[名]：上上个月
せんせんしゅう, 先々週[名]：上上个星期
せんそう, 戦争[名]：战争
せんぞ, 先祖[名]：始祖；祖先；先人
せんぞ, 先祖[名]：祖先
せんたく, 洗濯[名]：洗涤；洗衣
せんたく, 洗濯[名]：洗衣服
せんたく, 洗濯[名]：洗；洗涤；洗衣服
せんたく, 洗濯[名·动]：洗涤
せんたく, 選択[名]：选择
せんたく, 選択[名]：选择；挑选
せんたくき, 洗濯機[名]：洗衣机
せんたくし, 選択肢[名]：选项
せんたくする, 選択する[动]：选择
せんたくもの, 洗濯物[名]：洗的衣物
せんたん, 先端[名]：尖端；先进
せんたん, 先端[名]：尖端；顶端
せんだい, 先代[名]：上一代
せんだって, 先だって[名·副]：前几天
せんちゃく, 先着[名·动]：先到
せんてい, 選定[名·动]：选定
せんでん, 宣伝[名]：宣传
せんでん, 宣伝[名]：宣传；宣讲；吹嘘
せんでん, 宣传[名·动]：宣传
せんとう, 先頭[名]：排头；最前列
せんとう, 戦闘[名]：战斗
せんとう, 戦闘[名·动]：战斗
せんとう, 銭湯[名]：公共澡堂
せんとちひろのかみかくし, 千と千尋の神隠し[名]：千与千寻
せんどう, 船頭[名]：船夫；船老大
せんにゅう, 潜入[名]：潜入
せんにゅう, 潜入[名·动]：潜入
せんにゅうかん, 先入観[名]：先入之见
せんねん, 先年[名]：前几年
せんねん, 専念[名·动]：专心
せんぱい, 先輩[名]：前辈
せんぱい, 先輩[名]：年长者；老前辈；老资格
せんぱく, 浅薄[名·形]：浅薄
せんぱく, 船舶[名]：船舶
せんぷうき, 扇風機[名]：电扇；电风扇
せんぷうき, 扇風機[名]：电风扇
せんべい, 煎餅[名]：（日式）脆饼
せんぽう, 先方[名]：对方
せんむ, 専務[名]：专务
せんめん, 洗面[名]：洗脸
せんもん, 専門[名]：专业
せんもん, 専門[名]：专门；专业
せんもんか, 専門家[名]：专家
せんもんしょ, 専門書[名]：专业书籍
せんもんてん, 専門店[名]：专卖店
せんよう, 専用[名]：专用
せんりゃく, 戦略[名]：战略
せんりょう, 占領[名]：占领
せんりょう, 占領[名·动]：占领
せんりょく, 戦力[名]：战斗力
せんれん, 洗練[名·动]：洗练；精炼
せんろ, 線路[名]：线路
せんろ, 線路[名]：线路；轨道
ぜい, 税[名]：税
ぜいかん, 税関[名]：海关
ぜいきん, 税金[名]：税金
ぜいこみ, 税込み[名]：含税
ぜいたく, 贅沢[名·形]：奢侈
ぜいたく, 贅沢[形]：奢侈
ぜいたく, 贅沢[形]：奢侈的
ぜいたく, 贅沢[形]：奢侈；奢华；奢望
ぜいむしょ, 税務署[名]：税务局
ぜいりつ, 税率[名]：税率
ぜせい, 是正[名]：纠正
ぜせい, 是正[名·动]：纠正
ぜっこうする, 絶交する[动]：绝交
ぜっさん, 絶賛[名·动]：盛赞
ぜったい, 絶対[副]：绝对
ぜったい, 絶対[副]：绝对；一定
ぜったい, 絶対[名·副]：绝对
ぜったいに, 絶対に[副]：绝对地
ぜっぱん, 絶版[名]：绝版
ぜつぼう, 絶望[名·动]：绝望
ぜつめつ, 絶滅[名]：灭绝
ぜつめつ, 絶滅[名·动]：灭绝
ぜつめつきぐしゅ, 絶滅危惧種[名]：濒危物种
ぜひ, 是非[副]：一定
ぜひ, 是非[副]：务必
ぜひ, 是非[副]：务必；一定
ぜひ[副]：务必；一定
ぜひとも, 是非とも[副]：务必；一定
ぜひとも, 是非とも[副]：无论如何
ぜひとも[副]：务必；一定
ぜん, 善[名]：善
ぜん, 善[名]：善；好事
ぜん, 禅[名]：禅
ぜん, 膳[名]：饭食
ぜんいき, 全域[名]：整个区域
ぜんいん, 全員[名]：全员
ぜんかい, 全快[名·动]：痊愈
ぜんかい, 前回[名]：上次
ぜんき, 前期[名]：前期
ぜんこく, 全国[名]：全国
ぜんこくじんみんだいひょうたいかい, 全国人民代表大会[名]：全国人民代表大会
ぜんご, 前後[名]：前后；相继；连续
ぜんご, 前後[名·动]：前后
ぜんしゃ, 前者[名]：前者
ぜんしん, 全身[名]：全身
ぜんしん, 前進[名]：前进
ぜんしんする, 前進する[动]：前进
ぜんじ, 漸次[副]：逐渐
ぜんじつ, 前日[名]：前一天
ぜんじんだい, 全人代[名]：全国人大
ぜんせい, 全盛[名]：全盛
ぜんせん, 前線[名]：前线
ぜんぜん, 全然[副]：全然不；一点也不
ぜんぜん, 全然[副]：完全
ぜんぜん, 全然[副]：（后接否定）完全不
ぜんそく, 喘息[名]：哮喘
ぜんたい, 全体[名]：全体；全部
ぜんたい, 全体[名]：全体；整体；总体
ぜんちょう, 全長[名]：全长
ぜんてい, 前提[名]：前提
ぜんと, 前途[名]：前途
ぜんはん, 前半[名]：前半部分
ぜんは急げ, 膳は急げ[惯用语]：好事不宜迟
ぜんぱん, 全般[名]：全部；整体
ぜんぶ, 全部[副]：全部
ぜんぶ, 全部[名]：全部
ぜんぶ, 全部[名]：全部；全体
ぜんぶ, 全部[名·副]：全部
ぜんめつ, 全滅[名·动]：全灭
ぜんや, 前夜[名]：前夜
ぜんやさい, 前夜祭[名]：前夜庆典
